Date Time Milliseconds
2025/1/13 9:42:30 69325
2025/1/13 9:42:30 69415
2025/1/13 9:42:30 69706
2025/1/13 9:42:30 69796
2025/1/13 9:42:30 69886
2025/1/13 9:42:31 70258
2025/1/13 9:42:31 70428
2025/1/13 9:42:31 70679
2025/1/13 9:42:31 70809
2025/1/13 9:42:31 70980
2025/1/13 9:42:32 71110
2025/1/13 9:42:32 71403
2025/1/13 9:42:34 Stopped
2025/1/13 9:42:36 75018
2025/1/13 9:42:36 75468
2025/1/13 9:42:36 75719
2025/1/13 9:42:37 76041
2025/1/13 9:42:37 76372
2025/1/13 9:42:37 76662
2025/1/13 9:42:37 76994
2025/1/13 9:42:38 77364
2025/1/13 9:42:38 77655
2025/1/13 9:42:38 77946
2025/1/13 9:42:39 78277
2025/1/13 9:42:39 78608
2025/1/13 9:42:39 78939
2025/1/13 9:42:40 79270
2025/1/13 9:42:40 79601
2025/1/13 9:42:40 79973
2025/1/13 9:42:41 80385
2025/1/13 9:42:41 80758
2025/1/13 9:42:42 81148
2025/1/13 9:42:42 81557
2025/1/13 9:42:43 82012
2025/1/13 9:42:43 82467
2025/1/13 9:42:43 82923
2025/1/13 9:42:44 83257
2025/1/13 9:42:44 83632
2025/1/13 9:42:44 83926
2025/1/13 9:42:45 84220
2025/1/13 9:42:45 84555
2025/1/13 9:42:45 84889
2025/1/13 9:42:46 85224
2025/1/13 9:42:46 85519
2025/1/13 9:42:46 85814
2025/1/13 9:42:47 86189
2025/1/13 9:42:48 87964
2025/1/13 9:42:49 88260
2025/1/13 9:42:49 88634
2025/1/13 9:42:49 88890
2025/1/13 9:42:50 89284
2025/1/13 9:42:50 89418
2025/1/13 9:42:50 89551
2025/1/13 9:42:50 89684
2025/1/13 9:42:50 89818
2025/1/13 9:42:50 89951
2025/1/13 9:42:51 90286
2025/1/13 9:42:51 90500
2025/1/13 9:42:51 90715
2025/1/13 9:42:51 90808
2025/1/13 9:42:51 90983
2025/1/13 9:42:52 91519
2025/1/13 9:42:52 91612
2025/1/13 9:42:52 91706
2025/1/13 9:42:52 91920
2025/1/13 9:42:53 92094
2025/1/13 9:42:53 92229
2025/1/13 9:42:53 92443
2025/1/13 9:42:54 93791
2025/1/13 9:42:56 95458
2025/1/13 9:42:58 Stopped
2025/1/13 9:43:0 Stopped
2025/1/13 9:43:1 100046
2025/1/13 9:43:1 100380
2025/1/13 9:43:1 100594
2025/1/13 9:43:1 100808
2025/1/13 9:43:2 101062
2025/1/13 9:43:2 101316
2025/1/13 9:43:2 101611
2025/1/13 9:43:2 101946
2025/1/13 9:43:3 102361
2025/1/13 9:43:3 102816
2025/1/13 9:43:4 103230
2025/1/13 9:43:4 103565
2025/1/13 9:43:4 103940
2025/1/13 9:43:5 104315
2025/1/13 9:43:5 104732
2025/1/13 9:43:6 105190
2025/1/13 9:43:6 105686
2025/1/13 9:43:7 106142
2025/1/13 9:43:7 106600
2025/1/13 9:43:8 107055
2025/1/13 9:43:8 107470
2025/1/13 9:43:8 107925
2025/1/13 9:43:9 108340
2025/1/13 9:43:9 108755
2025/1/13 9:43:10 109170
2025/1/13 9:43:10 109504
2025/1/13 9:43:10 109798
2025/1/13 9:43:11 110093
2025/1/13 9:43:11 110387
2025/1/13 9:43:11 110682
2025/1/13 9:43:11 110976
2025/1/13 9:43:12 111271
2025/1/13 9:43:12 111609
2025/1/13 9:43:13 112387
2025/1/13 9:43:14 113084
2025/1/13 9:43:14 113339
2025/1/13 9:43:14 113634
2025/1/13 9:43:14 113888
2025/1/13 9:43:15 114105
2025/1/13 9:43:15 114238
2025/1/13 9:43:15 114412
2025/1/13 9:43:15 114545
2025/1/13 9:43:15 114678
2025/1/13 9:43:15 114812
2025/1/13 9:43:15 114945
2025/1/13 9:43:16 115039
2025/1/13 9:43:16 115534
2025/1/13 9:43:16 115748
2025/1/13 9:43:16 115963
2025/1/13 9:43:17 116337
2025/1/13 9:43:17 116513
2025/1/13 9:43:17 116606
2025/1/13 9:43:17 116700
2025/1/13 9:43:17 116796
2025/1/13 9:43:18 117051
2025/1/13 9:43:18 117185
2025/1/13 9:43:18 117399
2025/1/13 9:43:18 117654
2025/1/13 9:43:20 Stopped
2025/1/13 9:43:21 120989
2025/1/13 9:43:22 121483
2025/1/13 9:43:22 121777
2025/1/13 9:43:23 122032
2025/1/13 9:43:23 122326
2025/1/13 9:43:23 122620
2025/1/13 9:43:23 122915
2025/1/13 9:43:24 123249
2025/1/13 9:43:24 123584
2025/1/13 9:43:24 123961
2025/1/13 9:43:25 124336
2025/1/13 9:43:25 124710
2025/1/13 9:43:26 125045
2025/1/13 9:43:26 125342
2025/1/13 9:43:26 125677
2025/1/13 9:43:26 125972
2025/1/13 9:43:27 126307
2025/1/13 9:43:27 126642
2025/1/13 9:43:28 127017
2025/1/13 9:43:28 127434
2025/1/13 9:43:28 127850
2025/1/13 9:43:29 128384
2025/1/13 9:43:29 128961
2025/1/13 9:43:30 129536
2025/1/13 9:43:31 130032
2025/1/13 9:43:31 130447
2025/1/13 9:43:31 130824
2025/1/13 9:43:32 131158
2025/1/13 9:43:32 131412
2025/1/13 9:43:32 131667
2025/1/13 9:43:32 131961
2025/1/13 9:43:33 132216
2025/1/13 9:43:33 132472
2025/1/13 9:43:33 132728
2025/1/13 9:43:34 133022
2025/1/13 9:43:34 133438
2025/1/13 9:43:35 134013
2025/1/13 9:43:35 134748
2025/1/13 9:43:35 134922
2025/1/13 9:43:36 135138
2025/1/13 9:43:36 135312
2025/1/13 9:43:36 135485
2025/1/13 9:43:36 135619
2025/1/13 9:43:36 135753
2025/1/13 9:43:37 136090
2025/1/13 9:43:37 136223
2025/1/13 9:43:37 136357
2025/1/13 9:43:37 136491
2025/1/13 9:43:37 136584
2025/1/13 9:43:37 136718
2025/1/13 9:43:38 137415
2025/1/13 9:43:38 137550
2025/1/13 9:43:38 137644
2025/1/13 9:43:38 137738
2025/1/13 9:43:38 137952
2025/1/13 9:43:39 138086
2025/1/13 9:43:39 138260
2025/1/13 9:43:39 138394
2025/1/13 9:43:39 138608
2025/1/13 9:43:39 138785
2025/1/13 9:43:40 139039
2025/1/13 9:43:40 139213
2025/1/13 9:43:40 139469
2025/1/13 9:43:40 139684
2025/1/13 9:43:40 139897
2025/1/13 9:43:41 140151
2025/1/13 9:43:41 140366
2025/1/13 9:43:41 140621
2025/1/13 9:43:41 140956
2025/1/13 9:43:43 Stopped
2025/1/13 9:43:46 Stopped
2025/1/13 9:43:48 Stopped
2025/1/13 9:43:50 Stopped
2025/1/13 9:43:52 Stopped
2025/1/13 9:43:54 Stopped
2025/1/13 9:43:56 Stopped
2025/1/13 9:43:58 Stopped
2025/1/13 9:43:59 158022
2025/1/13 9:43:59 158316
2025/1/13 9:43:59 158492
2025/1/13 9:43:59 158668
2025/1/13 9:43:59 158842
2025/1/13 9:44:0 159056
2025/1/13 9:44:0 159230
2025/1/13 9:44:0 159404
2025/1/13 9:44:0 159618
2025/1/13 9:44:0 159793
2025/1/13 9:44:0 159967
2025/1/13 9:44:1 160181
2025/1/13 9:44:1 160356
2025/1/13 9:44:1 160531
2025/1/13 9:44:1 160745
2025/1/13 9:44:1 160920
2025/1/13 9:44:2 161254
2025/1/13 9:44:2 161629
2025/1/13 9:44:3 162326
2025/1/13 9:44:4 163022
2025/1/13 9:44:4 163558
2025/1/13 9:44:5 164136
2025/1/13 9:44:5 164795
2025/1/13 9:44:6 165492
2025/1/13 9:44:7 166067
2025/1/13 9:44:7 166522
2025/1/13 9:44:7 166896
2025/1/13 9:44:8 167271
2025/1/13 9:44:8 167686
2025/1/13 9:44:9 168102
2025/1/13 9:44:9 168516
2025/1/13 9:44:9 168853
2025/1/13 9:44:10 169148
2025/1/13 9:44:10 169402
2025/1/13 9:44:10 169656
2025/1/13 9:44:10 169950
2025/1/13 9:44:11 170205
2025/1/13 9:44:11 170499
2025/1/13 9:44:11 170754
2025/1/13 9:44:12 171010
2025/1/13 9:44:12 171304
2025/1/13 9:44:13 172406
2025/1/13 9:44:13 172743
2025/1/13 9:44:13 172957
2025/1/13 9:44:14 173170
2025/1/13 9:44:14 173344
2025/1/13 9:44:14 173518
2025/1/13 9:44:14 173652
2025/1/13 9:44:14 173865
2025/1/13 9:44:14 173959
2025/1/13 9:44:15 174054
2025/1/13 9:44:15 174269
2025/1/13 9:44:15 174362
2025/1/13 9:44:15 174455
2025/1/13 9:44:15 174548
2025/1/13 9:44:15 174641
2025/1/13 9:44:15 174734
2025/1/13 9:44:15 174910
2025/1/13 9:44:16 175003
2025/1/13 9:44:16 175578
2025/1/13 9:44:16 175833
2025/1/13 9:44:16 175967
2025/1/13 9:44:17 176264
2025/1/13 9:44:19 Stopped
2025/1/13 9:44:21 Stopped
2025/1/13 9:44:23 Stopped
2025/1/13 9:44:25 Stopped
2025/1/13 9:44:27 Stopped
2025/1/13 9:44:29 Stopped
2025/1/13 9:44:31 Stopped
2025/1/13 9:44:33 Stopped
2025/1/13 9:44:35 Stopped
2025/1/13 9:44:37 Stopped
2025/1/13 9:44:40 Stopped
2025/1/13 9:44:42 Stopped
2025/1/13 9:44:44 Stopped
2025/1/13 9:44:46 Stopped
2025/1/13 9:44:46 205756
2025/1/13 9:44:47 206211
2025/1/13 9:44:47 206787
2025/1/13 9:44:48 207161
2025/1/13 9:44:48 207496
2025/1/13 9:44:48 207753
2025/1/13 9:44:49 208007
2025/1/13 9:44:49 208221
2025/1/13 9:44:49 208556
2025/1/13 9:44:50 209333
2025/1/13 9:44:51 210189
2025/1/13 9:44:52 211170
2025/1/13 9:44:54 Stopped
2025/1/13 9:44:56 Stopped
2025/1/13 9:44:58 Stopped
2025/1/13 9:45:0 Stopped
2025/1/13 9:45:2 Stopped
2025/1/13 9:45:4 223388
2025/1/13 9:45:5 224124
2025/1/13 9:45:5 224821
2025/1/13 9:45:6 225518
2025/1/13 9:45:7 226133
2025/1/13 9:45:7 226749
2025/1/13 9:45:8 227325
2025/1/13 9:45:8 227781
2025/1/13 9:45:9 228199
2025/1/13 9:45:9 228573
2025/1/13 9:45:9 228867
2025/1/13 9:45:10 229081
2025/1/13 9:45:10 229375
2025/1/13 9:45:10 229631
2025/1/13 9:45:10 229925
2025/1/13 9:45:11 230179
2025/1/13 9:45:11 230433
2025/1/13 9:45:11 230697
2025/1/13 9:45:11 230911
2025/1/13 9:45:12 231165
2025/1/13 9:45:12 231419
2025/1/13 9:45:12 231674
2025/1/13 9:45:12 231968
2025/1/13 9:45:13 232263
2025/1/13 9:45:13 232598
2025/1/13 9:45:13 232933
2025/1/13 9:45:14 233270
2025/1/13 9:45:14 233524
2025/1/13 9:45:14 233778
2025/1/13 9:45:14 233993
2025/1/13 9:45:15 234208
2025/1/13 9:45:15 234421
2025/1/13 9:45:15 234637
2025/1/13 9:45:15 234812
2025/1/13 9:45:16 235026
2025/1/13 9:45:16 235201
2025/1/13 9:45:16 235376
2025/1/13 9:45:16 235589
2025/1/13 9:45:16 235764
2025/1/13 9:45:16 235938
2025/1/13 9:45:17 236152
2025/1/13 9:45:17 236286
2025/1/13 9:45:17 236459
2025/1/13 9:45:17 236593
2025/1/13 9:45:17 236767
2025/1/13 9:45:17 236941
2025/1/13 9:45:18 237118
2025/1/13 9:45:18 237292
2025/1/13 9:45:18 237466
2025/1/13 9:45:18 237640
2025/1/13 9:45:18 237814
2025/1/13 9:45:18 237989
2025/1/13 9:45:19 238164
2025/1/13 9:45:19 238340
2025/1/13 9:45:19 238634
2025/1/13 9:45:19 238969
2025/1/13 9:45:20 239424
2025/1/13 9:45:20 239879
2025/1/13 9:45:21 240496
2025/1/13 9:45:23 Stopped
2025/1/13 9:45:25 Stopped
2025/1/13 9:45:27 Stopped
2025/1/13 9:45:29 Stopped
2025/1/13 9:45:31 Stopped
2025/1/13 9:45:33 Stopped
2025/1/13 9:45:35 Stopped
2025/1/13 9:45:37 Stopped
2025/1/13 9:45:39 Stopped
2025/1/13 9:45:41 Stopped
2025/1/13 9:45:43 Stopped
2025/1/13 9:45:46 Stopped
2025/1/13 9:45:48 Stopped
2025/1/13 9:45:50 Stopped
2025/1/13 9:45:52 Stopped
2025/1/13 9:45:54 Stopped
2025/1/13 9:45:56 Stopped
2025/1/13 9:45:58 Stopped
2025/1/13 9:46:0 Stopped
2025/1/13 9:46:2 Stopped
2025/1/13 9:46:4 Stopped
2025/1/13 9:46:14 Stopped
2025/1/13 9:46:16 Stopped
2025/1/13 9:46:18 Stopped
2025/1/13 9:46:20 Stopped
2025/1/13 9:46:22 Stopped
2025/1/13 9:46:24 Stopped
2025/1/13 9:46:26 Stopped
2025/1/13 9:46:28 Stopped
2025/1/13 9:46:30 Stopped
2025/1/13 9:46:32 Stopped
2025/1/13 9:46:34 Stopped
2025/1/13 9:46:36 Stopped
2025/1/13 9:46:39 Stopped
2025/1/13 9:46:41 Stopped
2025/1/13 9:46:43 Stopped
2025/1/13 9:46:45 Stopped
2025/1/13 9:46:47 Stopped
2025/1/13 9:46:49 Stopped
2025/1/13 9:46:49 36925
2025/1/13 9:46:50 37502
2025/1/13 9:46:51 38520
2025/1/13 9:46:51 38895
2025/1/13 9:46:52 39109
2025/1/13 9:46:52 39323
2025/1/13 9:46:52 39457
2025/1/13 9:46:52 39751
2025/1/13 9:46:52 39888
2025/1/13 9:46:53 40021
2025/1/13 9:46:53 40156
2025/1/13 9:46:53 40413
2025/1/13 9:46:53 40506
2025/1/13 9:46:53 40599
2025/1/13 9:46:53 40814
2025/1/13 9:46:53 40947
2025/1/13 9:46:54 41161
2025/1/13 9:46:54 41496
2025/1/13 9:46:54 41710
2025/1/13 9:46:54 41924
2025/1/13 9:46:55 42138
2025/1/13 9:46:55 42232
2025/1/13 9:46:55 42325
2025/1/13 9:46:55 42419
2025/1/13 9:46:55 42512
2025/1/13 9:46:55 42605
2025/1/13 9:46:55 42699
2025/1/13 9:46:55 42792
2025/1/13 9:46:55 42888
2025/1/13 9:46:55 42986
2025/1/13 9:46:56 43079
2025/1/13 9:46:56 43173
2025/1/13 9:46:56 43387
2025/1/13 9:46:56 43480
2025/1/13 9:46:56 43573
2025/1/13 9:46:56 43948
2025/1/13 9:46:57 44041
2025/1/13 9:46:57 44135
2025/1/13 9:46:57 44349
2025/1/13 9:46:57 44804
2025/1/13 9:46:57 44978
2025/1/13 9:46:58 45152
2025/1/13 9:46:58 45326
2025/1/13 9:46:58 45500
2025/1/13 9:46:58 45714
2025/1/13 9:46:58 45889
2025/1/13 9:46:59 46063
2025/1/13 9:46:59 46241
2025/1/13 9:46:59 46378
2025/1/13 9:46:59 46592
2025/1/13 9:46:59 46765
2025/1/13 9:46:59 46939
2025/1/13 9:47:0 47153
2025/1/13 9:47:0 47367
2025/1/13 9:47:0 47662
2025/1/13 9:47:1 48479
2025/1/13 9:47:2 49175
2025/1/13 9:47:2 49751
2025/1/13 9:47:3 50287
2025/1/13 9:47:3 50782
2025/1/13 9:47:5 Stopped
2025/1/13 9:47:7 Stopped
2025/1/13 9:47:9 Stopped
2025/1/13 9:47:12 Stopped
2025/1/13 9:47:14 Stopped
2025/1/13 9:47:16 Stopped
2025/1/13 9:47:18 Stopped
2025/1/13 9:47:20 Stopped
2025/1/13 9:47:22 Stopped
2025/1/13 9:47:24 Stopped
2025/1/13 9:47:26 Stopped
2025/1/13 9:47:28 Stopped
2025/1/13 9:47:30 Stopped
2025/1/13 9:47:32 79135
2025/1/13 9:47:32 79229
2025/1/13 9:47:32 79403
2025/1/13 9:47:32 79618
2025/1/13 9:47:34 Stopped
2025/1/13 9:47:36 Stopped
2025/1/13 9:47:38 Stopped
2025/1/13 9:47:40 Stopped
2025/1/13 9:47:42 Stopped
2025/1/13 9:47:44 Stopped
2025/1/13 9:47:46 Stopped
2025/1/13 9:47:48 Stopped
2025/1/13 9:47:51 Stopped
2025/1/13 9:47:53 Stopped
2025/1/13 9:47:55 Stopped
2025/1/13 9:47:57 Stopped
2025/1/13 9:47:59 Stopped
2025/1/13 9:48:1 Stopped
2025/1/13 9:48:3 Stopped
2025/1/13 9:48:5 Stopped
2025/1/13 9:48:7 Stopped
2025/1/13 9:48:9 Stopped
2025/1/13 9:48:11 Stopped
2025/1/13 9:48:13 120059
2025/1/13 9:48:13 120352
2025/1/13 9:48:13 120607
2025/1/13 9:48:13 120821
2025/1/13 9:48:14 121076
2025/1/13 9:48:14 121290
2025/1/13 9:48:14 121544
2025/1/13 9:48:14 121799
2025/1/13 9:48:15 122218
2025/1/13 9:48:17 Stopped
2025/1/13 9:48:18 125149
2025/1/13 9:48:18 125644
2025/1/13 9:48:19 126022
2025/1/13 9:48:19 126396
2025/1/13 9:48:19 126770
2025/1/13 9:48:20 127064
2025/1/13 9:48:20 127358
2025/1/13 9:48:20 127652
2025/1/13 9:48:20 127987
2025/1/13 9:48:21 128402
2025/1/13 9:48:22 129059
2025/1/13 9:48:23 130993
2025/1/13 9:48:24 131568
2025/1/13 9:48:25 132305
2025/1/13 9:48:26 133243
2025/1/13 9:48:28 Stopped
2025/1/13 9:48:30 Stopped
2025/1/13 9:48:32 Stopped
2025/1/13 9:48:34 Stopped
2025/1/13 9:48:36 Stopped
2025/1/13 9:48:38 Stopped
2025/1/13 9:48:40 Stopped
2025/1/13 9:48:42 Stopped
2025/1/13 9:48:44 Stopped
2025/1/13 9:48:44 151938
2025/1/13 9:48:46 153478
2025/1/13 9:48:47 154134
2025/1/13 9:48:47 154790
2025/1/13 9:48:49 Stopped
2025/1/13 9:48:51 Stopped
2025/1/13 9:48:53 Stopped
2025/1/13 9:48:56 Stopped
2025/1/13 9:48:58 Stopped
2025/1/13 9:49:0 Stopped
2025/1/13 9:49:2 Stopped
2025/1/13 9:49:4 Stopped
2025/1/13 9:49:6 Stopped
2025/1/13 9:49:8 Stopped
2025/1/13 9:49:10 Stopped
2025/1/13 9:49:12 Stopped
2025/1/13 9:49:14 Stopped
2025/1/13 9:49:16 Stopped
2025/1/13 9:49:18 Stopped
2025/1/13 9:49:20 Stopped
2025/1/13 9:49:22 Stopped
2025/1/13 9:49:25 Stopped
2025/1/13 9:49:27 Stopped
2025/1/13 9:49:28 195285
2025/1/13 9:49:29 196101
2025/1/13 9:49:30 197482
2025/1/13 9:49:31 198338
2025/1/13 9:49:32 199236
2025/1/13 9:49:33 200653
2025/1/13 9:49:34 201432
2025/1/13 9:49:35 202128
2025/1/13 9:49:35 202706
2025/1/13 9:49:36 203283
2025/1/13 9:49:38 Stopped
2025/1/13 9:49:39 206066
2025/1/13 9:49:39 206320
2025/1/13 9:49:39 206575
2025/1/13 9:49:39 206829
2025/1/13 9:49:40 207045
2025/1/13 9:49:40 207219
2025/1/13 9:49:40 207392
2025/1/13 9:49:40 207526
2025/1/13 9:49:40 207659
2025/1/13 9:49:40 207793
2025/1/13 9:49:40 207926
2025/1/13 9:49:41 208060
2025/1/13 9:49:41 208193
2025/1/13 9:49:41 208530
2025/1/13 9:49:41 208865
2025/1/13 9:49:41 208959
